,Timestamp,Data Source,Display Name,Display Valule,Raw Value
517,2019-03-01T11:00:35Z,GPS,Latitude,53.34354,53.34354
518,2019-03-01T11:00:35Z,GPS,Longitude,-6.250863047,-6.250863047
519,2019-03-01T11:00:35Z,GPS,Speed (estimated),2.8199999332428 m/s,2.819999933
520,2019-03-01T11:00:35Z,GPS,Altitude,12.1520042419434 Meters,12.15200424
521,2019-03-01T11:00:35Z,GPS,Floor,No Data,nil
522,2019-03-01T11:00:35Z,GPS,Horizontal Accuracy,50 Meters,50
523,2019-03-01T11:00:35Z,GPS,Vertical Accuracy,64 Meters,64
524,2019-03-01T11:00:35Z,WiFi,Connected SSID,TCDwifi,TCDwifi
525,2019-03-01T11:00:35Z,WiFi,Connected BSSID,54:A2:74:ED:E5:51,54:a2:74:ed:e5:51
526,2019-03-01T11:00:36Z,Acceleration (total),x,0.463104248,0.463104248
527,2019-03-01T11:00:36Z,Acceleration (total),y,0.993453979,0.993453979
528,2019-03-01T11:00:36Z,Acceleration (total),z,-0.570877075,-0.570877075
529,2019-03-01T11:00:36Z,Gyrometer (smooth),x,1.808990359,1.808990359
530,2019-03-01T11:00:36Z,Gyrometer (smooth),y,0.209309563,0.209309563
531,2019-03-01T11:00:36Z,Gyrometer (smooth),z,-0.175448552,-0.175448552
532,2019-03-01T11:00:36Z,GPS,Enabled,Yes,TRUE
533,2019-03-01T11:00:36Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
534,2019-03-01T11:00:36Z,GPS,Latitude,53.34346041,53.34346041
535,2019-03-01T11:00:36Z,GPS,Longitude,-6.250751317,-6.250751317
536,2019-03-01T11:00:36Z,GPS,Speed (estimated),2.8199999332428 m/s,2.819999933
537,2019-03-01T11:00:36Z,GPS,Altitude,14.4594383239746 Meters,14.45943832
538,2019-03-01T11:00:36Z,GPS,Floor,No Data,nil
539,2019-03-01T11:00:36Z,GPS,Horizontal Accuracy,30 Meters,30
540,2019-03-01T11:00:36Z,GPS,Vertical Accuracy,24 Meters,24
541,2019-03-01T11:00:36Z,WiFi,Connected SSID,TCDwifi,TCDwifi
542,2019-03-01T11:00:36Z,WiFi,Connected BSSID,54:A2:74:ED:E5:51,54:a2:74:ed:e5:51
543,2019-03-01T11:00:37Z,Acceleration (total),x,0.886795044,0.886795044
544,2019-03-01T11:00:37Z,Acceleration (total),y,0.485519409,0.485519409
545,2019-03-01T11:00:37Z,Acceleration (total),z,0.185150206,0.185150206
546,2019-03-01T11:00:37Z,Gyrometer (smooth),x,-1.086442471,-1.086442471
547,2019-03-01T11:00:37Z,Gyrometer (smooth),y,1.852978945,1.852978945
548,2019-03-01T11:00:37Z,Gyrometer (smooth),z,1.973623753,1.973623753
549,2019-03-01T11:00:39Z,WiFi,Connected SSID,TCDwifi,TCDwifi
550,2019-03-01T11:00:39Z,WiFi,Connected BSSID,5C:83:8F:D7:E0:21,5c:83:8f:d7:e0:21
551,2019-03-01T11:00:39Z,GPS,Enabled,Yes,TRUE
552,2019-03-01T11:00:39Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
553,2019-03-01T11:00:39Z,GPS,Latitude,53.34337253,53.34337253
554,2019-03-01T11:00:39Z,GPS,Longitude,-6.250652326,-6.250652326
555,2019-03-01T11:00:39Z,GPS,Speed (estimated),2.25999999046326 m/s,2.25999999
556,2019-03-01T11:00:39Z,GPS,Altitude,13.1919822692871 Meters,13.19198227
557,2019-03-01T11:00:39Z,GPS,Floor,No Data,nil
558,2019-03-01T11:00:39Z,GPS,Horizontal Accuracy,30 Meters,30
559,2019-03-01T11:00:39Z,GPS,Vertical Accuracy,16 Meters,16
560,2019-03-01T11:00:39Z,Acceleration (total),x,1.1481933,1.1481933
561,2019-03-01T11:00:39Z,Acceleration (total),y,0.011917099,0.011917099
562,2019-03-01T11:00:39Z,Acceleration (total),z,0.102111816,0.102111816
563,2019-03-01T11:00:39Z,Gyrometer (smooth),x,0.785328388,0.785328388
564,2019-03-01T11:00:39Z,Gyrometer (smooth),y,-2.809120893,-2.809120893
565,2019-03-01T11:00:39Z,Gyrometer (smooth),z,0.868763208,0.868763208
566,2019-03-01T11:00:39Z,Acceleration (total),x,0.701461792,0.701461792
567,2019-03-01T11:00:39Z,Acceleration (total),y,0.021484356,0.021484356
568,2019-03-01T11:00:39Z,Acceleration (total),z,0.055099517,0.055099517
569,2019-03-01T11:00:39Z,Gyrometer (smooth),x,0.711917281,0.711917281
570,2019-03-01T11:00:39Z,Gyrometer (smooth),y,1.754282475,1.754282475
571,2019-03-01T11:00:39Z,Gyrometer (smooth),z,0.134156898,0.134156898
572,2019-03-01T11:00:39Z,GPS,Enabled,Yes,TRUE
573,2019-03-01T11:00:39Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
574,2019-03-01T11:00:39Z,GPS,Latitude,53.34347479,53.34347479
575,2019-03-01T11:00:39Z,GPS,Longitude,-6.250660038,-6.250660038
576,2019-03-01T11:00:39Z,GPS,Speed (estimated),1.5 m/s,1.5
577,2019-03-01T11:00:39Z,GPS,Altitude,24.5079002380371 Meters,24.50790024
578,2019-03-01T11:00:39Z,GPS,Floor,No Data,nil
579,2019-03-01T11:00:39Z,GPS,Horizontal Accuracy,30 Meters,30
580,2019-03-01T11:00:39Z,GPS,Vertical Accuracy,24 Meters,24
581,2019-03-01T11:00:39Z,GPS,Enabled,Yes,TRUE
582,2019-03-01T11:00:39Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
583,2019-03-01T11:00:39Z,GPS,Latitude,53.3436568,53.3436568
584,2019-03-01T11:00:39Z,GPS,Longitude,-6.250701696,-6.250701696
585,2019-03-01T11:00:39Z,GPS,Speed (estimated),1.13999998569489 m/s,1.139999986
586,2019-03-01T11:00:39Z,GPS,Altitude,24.5727806091309 Meters,24.57278061
587,2019-03-01T11:00:39Z,GPS,Floor,No Data,nil
588,2019-03-01T11:00:39Z,GPS,Horizontal Accuracy,30 Meters,30
589,2019-03-01T11:00:39Z,GPS,Vertical Accuracy,16 Meters,16
590,2019-03-01T11:00:39Z,WiFi,Connected SSID,TCDwifi,TCDwifi
591,2019-03-01T11:00:39Z,WiFi,Connected BSSID,5C:83:8F:D7:E0:21,5c:83:8f:d7:e0:21
592,2019-03-01T11:00:40Z,Acceleration (total),x,1.170761108,1.170761108
593,2019-03-01T11:00:40Z,Acceleration (total),y,-0.379302979,-0.379302979
594,2019-03-01T11:00:40Z,Acceleration (total),z,-0.256164543,-0.256164543
595,2019-03-01T11:00:40Z,Gyrometer (smooth),x,0.364874601,0.364874601
596,2019-03-01T11:00:40Z,Gyrometer (smooth),y,-1.814516425,-1.814516425
597,2019-03-01T11:00:40Z,Gyrometer (smooth),z,-1.004422784,-1.004422784
598,2019-03-01T11:00:40Z,WiFi,Connected SSID,TCDwifi,TCDwifi
599,2019-03-01T11:00:40Z,WiFi,Connected BSSID,5C:83:8F:D7:E0:21,5c:83:8f:d7:e0:21
600,2019-03-01T11:00:40Z,GPS,Enabled,Yes,TRUE
601,2019-03-01T11:00:40Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
602,2019-03-01T11:00:40Z,GPS,Latitude,53.34376182,53.34376182
603,2019-03-01T11:00:40Z,GPS,Longitude,-6.250786856,-6.250786856
604,2019-03-01T11:00:40Z,GPS,Speed (estimated),1.13999998569489 m/s,1.139999986
605,2019-03-01T11:00:40Z,GPS,Altitude,26.0838890075684 Meters,26.08388901
606,2019-03-01T11:00:40Z,GPS,Floor,No Data,nil
607,2019-03-01T11:00:40Z,GPS,Horizontal Accuracy,30 Meters,30
608,2019-03-01T11:00:40Z,GPS,Vertical Accuracy,16 Meters,16
609,2019-03-01T11:00:41Z,Acceleration (total),x,0.84741205,0.84741205
610,2019-03-01T11:00:41Z,Acceleration (total),y,0.253036514,0.253036514
611,2019-03-01T11:00:41Z,Acceleration (total),z,0.35182187,0.35182187
612,2019-03-01T11:00:41Z,Gyrometer (smooth),x,-1.476731062,-1.476731062
613,2019-03-01T11:00:41Z,Gyrometer (smooth),y,-1.532482862,-1.532482862
614,2019-03-01T11:00:41Z,Gyrometer (smooth),z,0.595116735,0.595116735
615,2019-03-01T11:00:41Z,GPS,Enabled,Yes,TRUE
616,2019-03-01T11:00:41Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
617,2019-03-01T11:00:41Z,GPS,Latitude,53.34369607,53.34369607
618,2019-03-01T11:00:41Z,GPS,Longitude,-6.250763638,-6.250763638
619,2019-03-01T11:00:41Z,GPS,Speed (estimated),1.13999998569489 m/s,1.139999986
620,2019-03-01T11:00:41Z,GPS,Altitude,30.8022727966309 Meters,30.8022728
621,2019-03-01T11:00:41Z,GPS,Floor,No Data,nil
622,2019-03-01T11:00:41Z,GPS,Horizontal Accuracy,30 Meters,30
623,2019-03-01T11:00:41Z,GPS,Vertical Accuracy,24 Meters,24
624,2019-03-01T11:00:41Z,WiFi,Connected SSID,TCDwifi,TCDwifi
625,2019-03-01T11:00:41Z,WiFi,Connected BSSID,5C:83:8F:D7:E0:21,5c:83:8f:d7:e0:21
626,2019-03-01T11:00:42Z,Acceleration (total),x,0.19883728,0.19883728
627,2019-03-01T11:00:42Z,Acceleration (total),y,0.38684082,0.38684082
628,2019-03-01T11:00:42Z,Acceleration (total),z,0.179977506,0.179977506
629,2019-03-01T11:00:42Z,Gyrometer (smooth),x,0.41881156,0.41881156
630,2019-03-01T11:00:42Z,Gyrometer (smooth),y,-0.511900961,-0.511900961
631,2019-03-01T11:00:42Z,Gyrometer (smooth),z,0.630415618,0.630415618
632,2019-03-01T11:00:42Z,GPS,Enabled,Yes,TRUE
633,2019-03-01T11:00:42Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
634,2019-03-01T11:00:42Z,GPS,Latitude,53.34360429,53.34360429
635,2019-03-01T11:00:42Z,GPS,Longitude,-6.250674287,-6.250674287
636,2019-03-01T11:00:42Z,GPS,Speed (estimated),0.850000023841858 m/s,0.850000024
637,2019-03-01T11:00:42Z,GPS,Altitude,32.8653221130371 Meters,32.86532211
638,2019-03-01T11:00:42Z,GPS,Floor,No Data,nil
639,2019-03-01T11:00:42Z,GPS,Horizontal Accuracy,10 Meters,10
640,2019-03-01T11:00:42Z,GPS,Vertical Accuracy,16 Meters,16
641,2019-03-01T11:00:42Z,WiFi,Connected SSID,TCDwifi,TCDwifi
642,2019-03-01T11:00:42Z,WiFi,Connected BSSID,5C:83:8F:D7:E0:21,5c:83:8f:d7:e0:21
643,2019-03-01T11:00:42Z,Acceleration (total),x,0.861129761,0.861129761
644,2019-03-01T11:00:42Z,Acceleration (total),y,1.069625854,1.069625854
645,2019-03-01T11:00:42Z,Acceleration (total),z,-0.677276632,-0.677276632
646,2019-03-01T11:00:42Z,Gyrometer (smooth),x,1.926291466,1.926291466
647,2019-03-01T11:00:42Z,Gyrometer (smooth),y,1.791059375,1.791059375
648,2019-03-01T11:00:42Z,Gyrometer (smooth),z,-1.851176858,-1.851176858
649,2019-03-01T11:00:43Z,GPS,Enabled,Yes,TRUE
650,2019-03-01T11:00:43Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
651,2019-03-01T11:00:43Z,GPS,Latitude,53.34356196,53.34356196
652,2019-03-01T11:00:43Z,GPS,Longitude,-6.250611926,-6.250611926
653,2019-03-01T11:00:43Z,GPS,Speed (estimated),0.280000001192093 m/s,0.280000001
654,2019-03-01T11:00:43Z,GPS,Altitude,31.0819969177246 Meters,31.08199692
655,2019-03-01T11:00:43Z,GPS,Floor,No Data,nil
656,2019-03-01T11:00:43Z,GPS,Horizontal Accuracy,10 Meters,10
657,2019-03-01T11:00:43Z,GPS,Vertical Accuracy,16 Meters,16
658,2019-03-01T11:00:43Z,Acceleration (total),x,1.379425049,1.379425049
659,2019-03-01T11:00:43Z,Acceleration (total),y,0.090408325,0.090408325
660,2019-03-01T11:00:43Z,Acceleration (total),z,-0.585494995,-0.585494995
661,2019-03-01T11:00:43Z,Gyrometer (smooth),x,3.012213945,3.012213945
662,2019-03-01T11:00:43Z,Gyrometer (smooth),y,2.007223845,2.007223845
663,2019-03-01T11:00:43Z,Gyrometer (smooth),z,-0.14976564,-0.14976564
664,2019-03-01T11:00:43Z,WiFi,Connected SSID,TCDwifi,TCDwifi
665,2019-03-01T11:00:43Z,WiFi,Connected BSSID,5C:83:8F:D7:E0:21,5c:83:8f:d7:e0:21
666,2019-03-01T11:08:48Z,GPS,Enabled,Yes,TRUE
667,2019-03-01T11:08:48Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
668,2019-03-01T11:08:48Z,GPS,Latitude,53.34349612,53.34349612
669,2019-03-01T11:08:48Z,GPS,Longitude,-6.250580326,-6.250580326
670,2019-03-01T11:08:48Z,GPS,Speed (estimated),0.230000004172325 m/s,0.230000004
671,2019-03-01T11:08:48Z,GPS,Altitude,33.9085960388184 Meters,33.90859604
672,2019-03-01T11:08:48Z,GPS,Floor,No Data,nil
673,2019-03-01T11:08:48Z,GPS,Horizontal Accuracy,25 Meters,25
674,2019-03-01T11:08:48Z,GPS,Vertical Accuracy,16 Meters,16
675,2019-03-01T11:08:48Z,Acceleration (total),x,0.590606689,0.590606689
676,2019-03-01T11:08:48Z,Acceleration (total),y,0.28433229,0.28433229
677,2019-03-01T11:08:48Z,Acceleration (total),z,0.580337584,0.580337584
678,2019-03-01T11:08:48Z,Gyrometer (smooth),x,-0.092808016,-0.092808016
679,2019-03-01T11:08:48Z,Gyrometer (smooth),y,-1.687773347,-1.687773347
680,2019-03-01T11:08:48Z,Gyrometer (smooth),z,-0.427519113,-0.427519113
681,2019-03-01T11:08:48Z,WiFi,Connected SSID,TCDwifi,TCDwifi
682,2019-03-01T11:08:48Z,WiFi,Connected BSSID,E4:AA:5D:92:8B:7E,e4:aa:5d:92:8b:7e
683,2019-03-01T11:08:48Z,Acceleration (total),x,1.543136597,1.543136597
684,2019-03-01T11:08:48Z,Acceleration (total),y,0.083251983,0.083251983
685,2019-03-01T11:08:48Z,Acceleration (total),z,-0.093170166,-0.093170166
686,2019-03-01T11:08:48Z,Gyrometer (smooth),x,-0.094859183,-0.094859183
687,2019-03-01T11:08:48Z,Gyrometer (smooth),y,-1.942295909,-1.942295909
688,2019-03-01T11:08:48Z,Gyrometer (smooth),z,-1.287757397,-1.287757397
689,2019-03-01T11:08:48Z,Acceleration (total),x,-0.026931792,-0.026931792
690,2019-03-01T11:08:48Z,Acceleration (total),y,-0.643630981,-0.643630981
691,2019-03-01T11:08:48Z,Acceleration (total),z,-0.778198242,-0.778198242
692,2019-03-01T11:08:48Z,Gyrometer (smooth),x,0.015035891,0.015035891
693,2019-03-01T11:08:48Z,Gyrometer (smooth),y,-0.015624274,-0.015624274
694,2019-03-01T11:08:48Z,Gyrometer (smooth),z,-0.012418859,-0.012418859
695,2019-03-01T11:08:48Z,GPS,Enabled,Yes,TRUE
696,2019-03-01T11:08:48Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
697,2019-03-01T11:08:48Z,GPS,Latitude,53.34199323,53.34199323
698,2019-03-01T11:08:48Z,GPS,Longitude,-6.253181268,-6.253181268
699,2019-03-01T11:08:48Z,GPS,Speed (estimated),Unknown,-1
700,2019-03-01T11:08:48Z,GPS,Altitude,10.6196117401123 Meters,10.61961174
701,2019-03-01T11:08:48Z,GPS,Floor,No Data,nil
702,2019-03-01T11:08:48Z,GPS,Horizontal Accuracy,65 Meters,65
703,2019-03-01T11:08:48Z,GPS,Vertical Accuracy,10 Meters,10
704,2019-03-01T11:08:48Z,GPS,Enabled,Yes,TRUE
705,2019-03-01T11:08:48Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
706,2019-03-01T11:08:48Z,GPS,Latitude,53.34199323,53.34199323
707,2019-03-01T11:08:48Z,GPS,Longitude,-6.253181268,-6.253181268
708,2019-03-01T11:08:48Z,GPS,Speed (estimated),Unknown,-1
709,2019-03-01T11:08:48Z,GPS,Altitude,10.6196117401123 Meters,10.61961174
710,2019-03-01T11:08:48Z,GPS,Floor,No Data,nil
711,2019-03-01T11:08:48Z,GPS,Horizontal Accuracy,65 Meters,65
712,2019-03-01T11:08:48Z,GPS,Vertical Accuracy,10 Meters,10
713,2019-03-01T11:08:48Z,GPS,Enabled,Yes,TRUE
714,2019-03-01T11:08:48Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
715,2019-03-01T11:08:48Z,GPS,Latitude,53.34201257,53.34201257
716,2019-03-01T11:08:48Z,GPS,Longitude,-6.253180904,-6.253180904
717,2019-03-01T11:08:48Z,GPS,Speed (estimated),Unknown,-1
718,2019-03-01T11:08:48Z,GPS,Altitude,10.6196117401123 Meters,10.61961174
719,2019-03-01T11:08:48Z,GPS,Floor,No Data,nil
720,2019-03-01T11:08:48Z,GPS,Horizontal Accuracy,306.735796133427 Meters,306.7357961
721,2019-03-01T11:08:48Z,GPS,Vertical Accuracy,10 Meters,10
722,2019-03-01T11:08:48Z,WiFi,Connected SSID,TCDwifi,TCDwifi
723,2019-03-01T11:08:48Z,WiFi,Connected BSSID,E4:AA:5D:92:8B:7E,e4:aa:5d:92:8b:7e
724,2019-03-01T11:08:48Z,Cell Radio,Radio Access Technology,4G (LTE),4G (LTE)
725,2019-03-01T11:08:48Z,Cell Radio,Carrier,3 Ireland,3 Ireland
726,2019-03-01T11:08:48Z,Cell Radio,Radio Access Technology,4G (LTE),4G (LTE)
727,2019-03-01T11:08:48Z,Cell Radio,Carrier,3 Ireland,3 Ireland
728,2019-03-01T11:08:48Z,Cell Radio,Radio Access Technology,4G (LTE),4G (LTE)
729,2019-03-01T11:08:48Z,Cell Radio,Carrier,3 Ireland,3 Ireland
730,2019-03-01T11:08:48Z,Cell Radio,Radio Access Technology,4G (LTE),4G (LTE)
731,2019-03-01T11:08:48Z,Cell Radio,Carrier,3 Ireland,3 Ireland
732,2019-03-01T11:08:48Z,GPS,Enabled,Yes,TRUE
733,2019-03-01T11:08:48Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
734,2019-03-01T11:08:48Z,GPS,Latitude,53.34201274,53.34201274
735,2019-03-01T11:08:48Z,GPS,Longitude,-6.253180901,-6.253180901
736,2019-03-01T11:08:48Z,GPS,Speed (estimated),Unknown,-1
737,2019-03-01T11:08:48Z,GPS,Altitude,10.6196117401123 Meters,10.61961174
738,2019-03-01T11:08:48Z,GPS,Floor,No Data,nil
739,2019-03-01T11:08:48Z,GPS,Horizontal Accuracy,306.761171491787 Meters,306.7611715
740,2019-03-01T11:08:48Z,GPS,Vertical Accuracy,10 Meters,10
741,2019-03-01T11:08:48Z,GPS,Enabled,Yes,TRUE
742,2019-03-01T11:08:48Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
743,2019-03-01T11:08:48Z,GPS,Latitude,53.34201289,53.34201289
744,2019-03-01T11:08:48Z,GPS,Longitude,-6.253180898,-6.253180898
745,2019-03-01T11:08:48Z,GPS,Speed (estimated),Unknown,-1
746,2019-03-01T11:08:48Z,GPS,Altitude,10.6196117401123 Meters,10.61961174
747,2019-03-01T11:08:48Z,GPS,Floor,No Data,nil
748,2019-03-01T11:08:48Z,GPS,Horizontal Accuracy,306.779264370053 Meters,306.7792644
749,2019-03-01T11:08:48Z,GPS,Vertical Accuracy,10 Meters,10
750,2019-03-01T11:08:48Z,GPS,Enabled,Yes,TRUE
751,2019-03-01T11:08:48Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
752,2019-03-01T11:08:48Z,GPS,Latitude,53.34201289,53.34201289
753,2019-03-01T11:08:48Z,GPS,Longitude,-6.253180898,-6.253180898
754,2019-03-01T11:08:48Z,GPS,Speed (estimated),Unknown,-1
755,2019-03-01T11:08:48Z,GPS,Altitude,10.6196117401123 Meters,10.61961174
756,2019-03-01T11:08:48Z,GPS,Floor,No Data,nil
757,2019-03-01T11:08:48Z,GPS,Horizontal Accuracy,306.77926867115 Meters,306.7792687
758,2019-03-01T11:08:48Z,GPS,Vertical Accuracy,10 Meters,10
759,2019-03-01T11:08:49Z,GPS,Enabled,Yes,TRUE
760,2019-03-01T11:08:49Z,GPS,Authorisation Status,Authorised When In Use,Authorised When In Use
761,2019-03-01T11:08:49Z,GPS,Latitude,53.34199449,53.34199449
762,2019-03-01T11:08:49Z,GPS,Longitude,-6.253185797,-6.253185797
763,2019-03-01T11:08:49Z,GPS,Speed (estimated),Unknown,-1
764,2019-03-01T11:08:49Z,GPS,Altitude,11.3288335800171 Meters,11.32883358
765,2019-03-01T11:08:49Z,GPS,Floor,No Data,nil
766,2019-03-01T11:08:49Z,GPS,Horizontal Accuracy,65 Meters,65
767,2019-03-01T11:08:49Z,GPS,Vertical Accuracy,10 Meters,10
768,2019-03-01T11:08:49Z,Acceleration (total),x,-0.017776488,-0.017776488
769,2019-03-01T11:08:49Z,Acceleration (total),y,-0.700057983,-0.700057983
770,2019-03-01T11:08:49Z,Acceleration (total),z,-0.719696045,-0.719696045
771,2019-03-01T11:08:49Z,Gyrometer (smooth),x,0.047287181,0.047287181
772,2019-03-01T11:08:49Z,Gyrometer (smooth),y,-0.057910673,-0.057910673
773,2019-03-01T11:08:49Z,Gyrometer (smooth),z,-0.052354719,-0.052354719
774,2019-03-01T11:08:49Z,GPS,Enabled,Yes,TRUE
